business_id,sentiment,avg_review_rating,business_rating,review_count,name,city,log_review_count
-o5PhLJsuoOaA_xHoVi2cw,0.9238666666666666,4.5,4.5,17,Mechanic Street Station,New Hope,2.8903717578961645
-qZ3GVQpEa02BXg1ehzaMQ,0.05997333333333332,2.0,2.0,15,Cloud Factory Hookah Lounge,Philadelphia,2.772588722239781
-sSGKR1V1oBm7BJicIXozg,0.5,2.8076923076923075,3.0,100,Barra Rossa Ristorante & Wine Bar - Downington,Downingtown,4.61512051684126
-t9AIWJbQbpVKTV8Xoa5fw,0.7173461538461539,3.6153846153846154,3.5,13,Barbacoa,Upper Darby,2.639057329615259
-uhn-iY4lJvWqoBXDghjZA,0.8943411764705882,4.647058823529412,4.5,29,Brown's Doughnut  & Pastry,Dublin,3.4011973816621555
-xUj6GtnPLmf5zwHz7ZILg,0.6321444444444445,3.111111111111111,2.5,25,QDOBA Mexican Eats,West Chester,3.258096538021482
-xgmh7w82mp61c9ZGYEi5A,0.8945666666666666,4.533333333333333,4.5,15,Evergreen Café,Kennett Square,2.772588722239781
-zJfM9nlw0ljqF8Xpfa9og,0.30376969696969697,2.909090909090909,3.0,46,C J Wok,Drexel Hill,3.8501476017100584
0-JRAY0LpBazDuA9761U5w,0.8143470588235294,3.986425339366516,4.0,313,Pizzeria Vetri,Philadelphia,5.749392985908253
0-PClaUWGphUvuTH8wQ51w,0.944952380952381,4.428571428571429,4.5,73,Bloomsday Cafe,Philadelphia,4.304065093204169
00rIcvqmfci_oJWkOqPqmg,0.8118183333333333,4.583333333333333,4.5,92,T & F Farmers Pride,Philadelphia,4.532599493153256
02jZC7oX0SbWXVFboNwFGA,0.4998435897435897,3.41025641025641,3.5,38,Jimmy John's,King of Prussia,3.6635616461296463
04UD14gamNjLY0IDYVhHJg,0.7222380281690141,3.954225352112676,4.0,273,Dmitri's,Philadelphia,5.6131281063880705
05471AhNLv1NxKoaVs4gYw,0.7168,3.926829268292683,4.0,80,Sam's Brick Oven Pizza,Ardmore,4.394449154672439
061FpJWUbhSFP-ZEXSpdGQ,0.5950599999999999,3.4,2.5,8,No 1 China,Chester,2.1972245773362196
09za1h1fdeF9rTSviTV3zg,0.7398324675324676,3.727272727272727,3.5,73,Spice Kitchen,Lansdale,4.304065093204169
0A2w6ViIzZ-T-pB1a8da6A,0.07282941176470588,2.1470588235294117,2.0,32,Manhattan Bagel,Chester Springs,3.4965075614664802
0B6jSpefLq-VlGzUe-i5BQ,0.4671142857142857,2.7142857142857144,2.5,7,Richies Too,Hatboro,2.0794415416798357
0CEUpFtaKhxbmrbSdP9MUQ,0.706575,3.8875,4.0,79,Acadia,Philadelphia,4.382026634673881
0CSiz9Q_xuZ9YNq8KLRcSg,0.6772538461538461,3.923076923076923,4.0,22,Angela's Pizza,Philadelphia,3.1354942159291497
0De2juaQqHNUYs-vNEj9RA,0.5744222222222222,3.4444444444444446,3.5,15,CYM Island Kitchen,Philadelphia,2.772588722239781
0F1WFFm8TJde117UZPbkfA,0.39283,3.3,3.5,11,Triple Joy,Philadelphia,2.4849066497880004
0HgAYe8KZ_8nHyELHFwrpA,0.13439285714285715,2.0,2.0,13,Wendy's,Lansdale,2.639057329615259
0IFmbpwP1JiWVCG7z9KORw,0.7022128205128205,4.0256410256410255,4.0,43,Mazza Healthy Mediteranean,Philadelphia,3.784189633918261
0JPi9cyV9i3_kDPj049_qQ,0.7281333333333333,4.101010101010101,4.0,96,Taco Suave,Warminster,4.574710978503383
0JoB3ThhI-DS78-1Ks1EUQ,0.5089816513761468,3.5137614678899083,3.5,105,Hibachi 2 Go,Philadelphia,4.663439094112067
0K4RwxdAcViifyU3Htzxww,0.7761623762376237,4.133663366336633,4.0,224,Southwark Restaurant,Philadelphia,5.41610040220442
0MqOEmf84nhurrynm-_rtQ,0.850075,3.5,3.5,5,Token,Philadelphia,1.791759469228055
0PDe8TxXHoROxpu-jH8e6A,0.8295062271062271,3.838827838827839,4.0,296,Pennsylvania 6,Philadelphia,5.6937321388027
0PfBXe39wlLmSUt8W1hcRg,0.52119,3.6,3.5,22,Nino's Pizza,Lansdale,3.1354942159291497
0Qtdf4lh7BW5R0KLD7uy1Q,0.7105541666666667,3.7916666666666665,3.5,30,Pizza Plaza of Horsham,Horsham,3.4339872044851463
0Y5OG0uk8exyeYdqxKa1XA,0.7905231343283582,4.208955223880597,4.0,181,Devil's Acre Tavern,Plumsteadville,5.204006687076795
0Z8wuResK3pHXUPQlQCnUw,0.7990684210526315,4.526315789473684,4.5,21,Danny's Hamburgers,Folcroft,3.091042453358316
0_gh-ZRllduRLrjaYy0Icg,0.51985,3.142857142857143,3.0,13,Wawa,Narberth,2.639057329615259
0a8t_Th0jtWUMmtq0q2dqA,0.71694375,3.4375,3.5,30,DK Sushi,Philadelphia,3.4339872044851463
0ak-7uV9Nb7nF_l-mMCysA,0.7876940476190477,4.160714285714286,4.0,228,Oishii Poké,Philadelphia,5.43372200355424
0bk28CEAtr-sQw-uq9umQg,0.6673506493506494,3.5844155844155843,3.5,83,The Local,Souderton,4.430816798843313
0d3SVVYxndhQJWByirk8rA,0.5593666666666667,3.6666666666666665,4.0,5,Crepes Celeste,Bensalem,1.791759469228055
0dfspevYKsugYiU1UVl94Q,0.5467083333333334,2.8333333333333335,3.0,12,Brewerytown Taproom,Philadelphia,2.5649493574615367
0iqPVZL9xIQTVyy2S8rHdA,0.4826142857142857,2.892857142857143,3.0,34,Bryn and Dane's,Malvern,3.5553480614894135
0iwixPVSjrJeJSoUC8Lsnw,0.8038978571428571,3.7714285714285714,3.5,186,The Lucky Dog Gastropub,Conshohocken,5.231108616854587
0lFkJT6DqT3eMnpW9gP_bw,0.6278282051282051,3.076923076923077,3.0,40,Liberties,Philadelphia,3.713572066704308
0lGN91IoLe02MtEu9Xtf1w,-0.15802857142857143,1.380952380952381,1.5,22,Pizza Hut,Philadelphia,3.1354942159291497
0l_njS4wGMadAk1b4nZRUA,0.26852,2.7,2.5,58,Panera Bread,King of Prussia,4.07753744390572
0m5uP9SGYT7w6liaBROwXw,0.9248000000000001,4.75,4.5,24,Ground Up Coffee Shop,Philadelphia,3.2188758248682006
0mijbNf-7wiKJ9xto1pAyg,0.8405676646706587,4.296407185628743,4.5,325,Spice Finch,Philadelphia,5.786897381366708
0n-5BVAMo1oRTkxiB2lj9A,0.7502153846153846,3.5641025641025643,3.5,38,Saigon Main Vietnamese Cuisine,Lansdale,3.6635616461296463
0nFhxTqIlkIAJypUkON-rQ,0.15161186440677965,2.694915254237288,2.5,74,Big Daddy Pizza,Philadelphia,4.31748811353631
0o8k654DD4h8ywBOXP1GRA,0.8042568,4.592,4.5,239,El Purepecha,Philadelphia,5.480638923341991
0oSSjekU-3GR8gselReWnA,0.8759301941747573,4.354368932038835,4.5,1290,Butcher and Singer,Philadelphia,7.1631723908466425
0pMj5xUAecW9o1P35B0AMw,0.44332499999999997,3.25,3.5,8,Wawa,Norristown,2.1972245773362196
0q8CANAu7gsPaN-yj4TwoQ,0.449075,3.5,3.0,5,China Inn Restaraunt,Norristown,1.791759469228055
0qbMXG1Aw3a2beoQhU52lQ,0.4310157894736842,3.289473684210526,3.5,37,Al Sham Restaurant - Philadelphia,Philadelphia,3.6375861597263857
0r37WEgkjlpioz0Ftdp6Zg,0.26814,2.72,3.0,24,ShopRite of Bensalem,Bensalem,3.2188758248682006
0sEQcUD5WEdwBJBXavafHA,0.7177964285714286,4.107142857142857,4.0,26,Pina's Pizzaria,Chalfont,3.295836866004329
0sr1EyOc6Td1C-962QW88w,0.5969477272727273,3.7954545454545454,4.0,44,La Cucina Italian Eatery,Conshohocken,3.8066624897703196
0tYBKE2Jq_Cg7fy-Sw4XoQ,0.7723,3.9,4.0,9,Yellow Springs Inn,Chester Springs,2.302585092994046
0yN1rxCrEKqQIUk-nqyWVw,0.48571111111111115,3.0,3.0,10,Subway,Philadelphia,2.3978952727983707
0yOfDyqoJTp6-9qbyroyEw,0.7772490196078431,4.509803921568627,4.0,148,Fred's Breakfast,New Hope,5.003946305945459
0zH0l4Jbf-oove3cLvrFOg,0.7665475065616798,4.083989501312336,4.0,359,Vecchia Osteria,Newtown,5.886104031450156
0zQtELENNywry4zSxQBWlg,0.7417724137931034,4.206896551724138,4.0,29,First Street Steaks,Philadelphia,3.4011973816621555
0zWAsCBzvuCI_Ydx7yH1Jw,0.7554069767441861,4.104651162790698,4.0,84,Shing Kee,Philadelphia,4.442651256490317
0zf4KKZqbqoxiuKzeZLDdg,0.452730303030303,3.3181818181818183,3.5,65,PrimoHoagies,Philadelphia,4.189654742026425
1-ACR3Vq9x5Mb-pLqRZjPg,0.553429906542056,3.7757009345794392,3.5,132,Palermo's Pizza,Blue Bell,4.890349128221754
1-D_z1Z3P2xWXO1g49eRbg,0.46478214285714287,2.8214285714285716,2.5,49,Wayback Burgers,Thorndale,3.912023005428146
10wt8eSXI_PZfl9dRIiWmg,0.7087131868131868,3.967032967032967,4.0,89,Rangoli: Vibrant Flavors of India,Philadelphia,4.499809670330265
14ZGwnDyydXdSBsLXpSUrA,0.8155939490445859,4.044585987261146,4.0,304,Vientiane Café,Philadelphia,5.720311776607412
17Y8circEnkMMXKfLo8Ztg,0.7651993902439025,4.213414634146342,4.0,154,Bitar's,Philadelphia,5.043425116919247
17wIcxOUjaffQDrG-vxTVg,0.32193076923076924,3.0,3.0,13,Fuli Japanese & Chinese Restaurant,New Hope,2.639057329615259
19XYV3shpQ3yYDtYFsnxGg,0.5466142857142857,3.7857142857142856,4.0,24,Nina's Pizza,Feasterville Trevose,3.2188758248682006
1CPhIcvexZL-oj-LU04sOA,0.8599285714285714,3.857142857142857,3.0,18,China Star,Bridgeport,2.9444389791664403
1DFvkUjtsqNRNlORaUYlFQ,0.7630777777777779,3.074074074074074,3.0,27,Warsaw Cafe,Philadelphia,3.332204510175204
1DkolDhbc0kydORZCIp7Fw,0.7483633802816901,3.1971830985915495,3.0,66,Night Market,Philadelphia,4.204692619390966
1E5h3CFrNZetWcWQut-KwA,0.6459434210526316,3.3947368421052633,3.5,92,The Coffee Station,Morton,4.532599493153256
1ENdYUfYzDu9yyI3-MVklA,0.7804363636363637,4.285714285714286,4.5,77,Boostin' Bowls,Philadelphia,4.356708826689592
1GB_T8DEAsGIez-4QVPFFA,0.6510976190476191,3.9523809523809526,4.0,54,Graeme Park Pizza & Cafe,Horsham,4.007333185232471
1I58IN0Ar5Qd3WnE1smgVg,0.6094499999999999,3.4285714285714284,3.5,13,Pikes Corner,Philadelphia,2.639057329615259
1NCUTTp6rIyXpwUDVv9qOA,0.5941414364640885,3.8011049723756907,4.0,176,Lazos Pizza & Grill,Philadelphia,5.176149732573829
1OgRJcJ2tsfkZn5tCjhNKg,0.3540178571428571,2.892857142857143,3.0,28,John's Bar and Grill,Media,3.367295829986474
1UNorskttXSWuEcgzKzXcA,0.8145068817204301,3.617204301075269,3.5,453,Xochitl,Philadelphia,6.118097198041348
1ZRGRUd3y5a8vrgUyzMcnQ,0.6690171641791045,3.962686567164179,4.0,130,Jaco Juice and Taco,West Chester,4.875197323201151
1_BzX6o0O6w_9yx9NczMrg,0.5463901960784314,3.7254901960784315,3.5,48,Wawa,Philadelphia,3.8918202981106265
1_nd9Hcswx4K4FmZZQPMVw,0.724745,3.6,3.5,19,Rosemary's Grill,Langhorne,2.995732273553991
1c6wVkPI_v765N7l_la59A,0.6310444444444445,3.5555555555555554,3.5,9,Santucci’s,Downingtown,2.302585092994046
1e1qCk-tKAkFn-or-o-h0A,0.7345683823529412,3.6029411764705883,3.5,148,Sammy Chon's KTown BBQ,Philadelphia,5.003946305945459
1fGaY2WlGv2l4as6UkMFrg,0.7843903954802259,3.7796610169491527,4.0,203,The Trestle Inn,Philadelphia,5.318119993844216
1gusOUHcPCeorq8EHWZaKA,0.97208,4.2,4.0,5,Crossroads Coffee House,Drexel Hill,1.791759469228055
1iUzYwhTMeNf6EkLpVNcVw,0.5802764705882353,3.2745098039215685,3.5,126,First Watch,Wayne,4.844187086458591
1pkuCWlH3iEuUAQVHpIuHQ,0.33949999999999997,2.9,3.0,10,China Star,Philadelphia,2.3978952727983707
1qQ5CcpsxX37n4PPr1cSug,0.46700400000000003,2.36,2.5,25,Binni & Flynn's,Berwyn,3.258096538021482
1rLip0b2JU4Golydi7rS5g,0.13365,2.3,2.0,19,Papa John's Pizza,Conshohocken,2.995732273553991
1sXN7Oxteo5dP5nwIDyO4w,0.6918533333333333,3.2666666666666666,3.5,27,Mainland Grille,Harleysville,3.332204510175204
1tLrjXG-I9hkOoZxlbwDqw,0.8946888888888888,3.888888888888889,4.0,9,Olde Black Horse,Norristown,2.302585092994046
1w1H1kYUN60zpfdP-0qmGQ,0.50737,2.7666666666666666,3.0,30,Machismo Burrito Bar,Philadelphia,3.4339872044851463
1wwH1dnkTtDnCfpHORlgBQ,0.8551733333333333,4.866666666666666,5.0,14,Mommy Telly's Famous BBQ,Philadelphia,2.70805020110221
1y3y_ihpO6SHxK9MRdtSlw,0.4564794117647059,3.2941176470588234,3.5,40,Noon Mediterranean,Philadelphia,3.713572066704308
2-vIWlqdrRsnhkOj2JS0jA,0.563835,3.15,3.0,90,Ship Inn Seafood & Steak,Exton,4.51085950651685
20NaJNRHxz64JWrP7AQ5Gg,0.53300625,3.1875,3.0,16,Duke's Bbq,Norristown,2.833213344056216
21czbreHdJ8DxchFcsAlQA,0.8984125000000001,5.0,5.0,11,Barone's How U Doin' Deli & Grocery,Philadelphia,2.4849066497880004
262I6X8Vi5PXygFmhjeLyA,-0.06813333333333334,2.2222222222222223,2.0,9,Sorrento Pizzeria And Grill,Philadelphia,2.302585092994046
26g6EO9eqWVsA92yomXKpw,0.38730740740740743,3.037037037037037,3.0,25,Yannis Family Restaurant,Lansdale,3.258096538021482
27CxKUN5xHRX1x-AiGKb8g,0.01347692307692307,2.4615384615384617,2.5,11,Philly Pretzel Factory,Richboro,2.4849066497880004
2B9TNSMJ9-vUhr1iZYG37g,0.63280625,3.625,3.5,26,Zoup!,Blue Bell,3.295836866004329
2CTROlVg82eGFAHPxqjAqA,0.9127500000000001,4.818181818181818,5.0,52,Pala'a Latin American Seafood,Ardmore,3.970291913552122
2FnoLyEO0nq7g2Wz8x7Z5A,0.5735050420168067,3.492997198879552,3.5,344,honeygrow,Bala Cynwyd,5.84354441703136
2JK2p9X5FftFxNwbqWdkdA,0.32908,2.8,2.5,8,The Farmhouse,Malvern,2.1972245773362196
2Kqq7D6oj4FNF_9JmVjQJw,0.122175,2.5,2.5,7,Wawa,Feasterville-Trevose,2.0794415416798357
2LokHe7GtKZD9Q6w0dRe_A,0.9400125,4.8125,4.5,66,Queen & Rook Game Cafe,Philadelphia,4.204692619390966
2MKTSjcis749QGzm0vwFXw,0.39952,2.6,2.0,8,MiXXed Breed Cafe,Philadelphia,2.1972245773362196
2OEL_uLdTg90PiFVh_HdIQ,0.8269411764705882,4.794117647058823,4.5,53,Miss Winnie's,West Chester,3.9889840465642745
2OWEnB1sbh9xpjYxu9tcJw,0.08181666666666666,2.3333333333333335,2.5,6,Arby's,Philadelphia,1.9459101490553132
2PFkue1wjcpxW-oHHebG5g,0.8051285714285713,3.9285714285714284,4.0,41,Stonewell Restaurant,Conshohocken,3.7376696182833684
2PlhAoV-zXw2SUaWzkw-Ng,0.21299,2.2,2.0,37,Friendly's - Pottstown,Pottstown,3.6375861597263857
2Q1R2OhBbAQ581vK_r7NhA,0.7577004866180048,4.070559610705596,4.0,394,Ooka Restaurant,Willow Grove,5.978885764901122
2SYEGA2fZLdzZQ9lmIfM5Q,0.8175125541125542,4.177489177489178,4.0,221,Urban Village Brewing Co,Philadelphia,5.402677381872279
2T4ZRPmweknjxdBfvHU3vg,0.1045,2.0,3.5,75,Lola's Garden,Ardmore,4.330733340286331
2TtkreVRud9P8RcU8Lw3pg,0.9246,5.0,3.5,15,HipCityVeg,Philadelphia,2.772588722239781
2X3sYDb2wORzDDwNZP33WA,0.6645222222222222,4.222222222222222,4.0,12,Flaming Basil,Philadelphia,2.5649493574615367
2XYPFRm7teCUr3eGsB2-qw,0.7559359223300971,3.9514563106796117,4.0,195,Thai Orchid,Blue Bell,5.278114659230518
2YYN4j68YD8S8PsygtJaQA,0.693763309352518,4.0215827338129495,4.0,201,La Hacienda Mexican Restaurant,Bensalem,5.308267697401205
2_y3riLaNIB2tdRONY7PAg,0.5360558823529412,3.235294117647059,3.0,111,Rich City,Philadelphia,4.718498871295094
2er_V-oAd7IbQ5YTY56r7A,0.7220670278637771,3.7739938080495357,4.0,622,Bareburger - Midtown Village,Philadelphia,6.434546518787453
2f3YghoMYzd5-GFMh_kvwQ,0.691548076923077,3.730769230769231,3.5,132,Del Frisco's Grille,Philadelphia,4.890349128221754
2jGFCdLWvw_XyU1gBdaxcg,0.6414411764705883,3.0588235294117645,3.0,17,Sophie's Cafe,Wayne,2.8903717578961645
2jvmqojTdrdj3YboXzKRcw,0.8183717948717949,3.769230769230769,3.5,75,Something Grilled,Exton,4.330733340286331
2qO7VIhrgc_mpW7LsTFfFw,0.7585225352112676,3.8028169014084505,3.5,131,Nudy's Cafe - Ardmore,Ardmore,4.882801922586371
2rQFgavS-942RapZTBSBTw,0.5325182758620689,3.1310344827586207,3.0,270,Gullifty's Restaurant,Bryn Mawr,5.602118820879701
2sp5J1TTPz9KNHmoXzEUAg,0.7623076923076924,3.923076923076923,4.0,22,Rock N Rebel Saloon and Grille,Hatfield,3.1354942159291497
2uF4mczsF86JI-Bnt7keDA,0.5735375,2.25,2.5,8,Atomic Wings & Things,Morton,2.1972245773362196
2va-BK-z06mmPkSjNAJX0w,0.5190872340425532,3.297872340425532,3.5,42,China King,Lansdale,3.7612001156935624
2vpxylaHnk-vwcpaKR1-GA,0.6388769230769231,3.8461538461538463,4.0,25,Great Wall Chinese Restaurant,Folsom,3.258096538021482
2vsHDnVOwO54rKCt1An3pA,0.42553265306122445,3.2448979591836733,3.5,63,Villa Rosa Italian Restaurant,Yardley,4.1588830833596715
2wqpFC9BXl8pUhdOgW3TOQ,0.6367824561403509,3.3333333333333335,3.5,73,Royal Thai Orchid,Malvern,4.304065093204169
2xVsWBNFwZOxIOdd9Mwnww,0.461515,2.65,2.5,20,Cheeseburger In Paradise,Exton,3.044522437723423
2zocwC7qMq3LsivPn9Z-Eg,0.7681623188405797,4.14975845410628,4.0,195,Gryphon Cafe,Wayne,5.278114659230518
32m9wJDqmjKrG2Jnn0QlCA,0.8287,3.6666666666666665,3.5,12,Spice Mandarin Cuisine,Philadelphia,2.5649493574615367
3966MAWoL1GbB8Zjvspx1g,0.6594935483870967,3.225806451612903,3.0,34,Urban Enoteca,Philadelphia,3.5553480614894135
3AH2tDP2UKaLiqGWaza5yQ,0.709941935483871,3.5161290322580645,3.5,63,Guppy's Good Times - East Norriton,East Norriton,4.1588830833596715
3BJxm-HnvzdwD1zjmSbmyQ,0.3951095238095238,3.054421768707483,3.0,137,Golden Chopstick Chinese Restaurant,Philadelphia,4.927253685157205
3BgB3Pp0ZBzS3rwmXdw3nw,0.9796,4.0,5.0,22,Cafe Madison Holland,Holland,3.1354942159291497
3CWVOXbotxJjQU2iaEFOEA,0.5547741935483871,2.806451612903226,3.0,31,Red Sky,Philadelphia,3.4657359027997265
3CsBRtDT5WOUu8IY0mHhXw,0.653683464566929,3.937007874015748,4.0,122,Slices Pizza,Philadelphia,4.812184355372417
3D2hDzIkashmMJ6BKBoy9A,0.8358000000000001,4.2,4.0,5,Cynthia's Soul Grill,Norristown,1.791759469228055
3DDRYqCzc3Yhh7WOpNh7tg,0.742125,4.083333333333333,4.0,12,El Limon,Philadelphia,2.5649493574615367
3J8PwNptOmUSwPI6WTTaiw,0.8298090909090909,4.7272727272727275,4.5,11,Keshet Kitchen,Philadelphia,2.4849066497880004
3Mdx4S31beGzqC-RFjAAZw,0.788784375,3.90625,4.0,39,Brooklyn Bagels,Huntingdon Valley,3.6888794541139363
3QpErOK9RfahtAfrKSZYig,0.06186666666666666,2.2,2.0,42,Nick's Roast Beef,Philadelphia,3.7612001156935624
3Ry5aKcMuTdp9m1E7n_WiA,0.3416727272727273,2.772727272727273,3.0,22,Jaipur Indian Cuisine,King of Prussia,3.1354942159291497
3TDyV2_iO9UhQ2NDigbQmA,0.7361652941176471,3.652941176470588,3.5,213,Flanigan's Boathouse,Conshohocken,5.365976015021851
3TroNo3SClF2vXc1OnC44A,0.77426,4.0,4.0,6,Cafe at the Mills,Philadelphia,1.9459101490553132
3U0ubgmGTWgupV-OGmuhFA,0.5642,3.4125,3.0,117,Mt Fuji Hibachi & Asian Bistro,Langhorne,4.770684624465665
3UndL5nMLBnibuIeEJG_qA,0.8861333333333333,4.833333333333333,5.0,6,Fritangas Snacks,Kennett Square,1.9459101490553132
3VKE0_-KhU_qMYHxcyVcDg,0.4308194444444444,3.0416666666666665,3.0,68,Just To Serve You Too,Philadelphia,4.23410650459726
3VKYbajPpszKNFv32ey2dA,0.7189166666666666,4.119047619047619,4.0,60,Dam Good Cafe,Dublin,4.110873864173311
3WgA6d_8wqm_Ey9QDW2o8w,0.832475,4.375,4.0,9,Rosemont Farmers Market,Bryn Mawr,2.302585092994046
3Wy07WnKVgYGSosYgx4pxw,0.8771090909090908,4.454545454545454,4.5,14,Furillo's Sandwich Shop,Chester,2.70805020110221
3Z59UMun90xRiSU1XX8rhQ,0.7009790322580646,4.080645161290323,4.0,61,Asian Taste Inn,Huntingdon Valley,4.127134385045092
3ZsPvGcda1JqVWj6w2Z9NQ,0.292564,2.44,2.5,53,La Campagnola,Lansdale,3.9889840465642745
3ZynJ94VpIdDlaArmEp2Rg,0.6936369918699188,3.4227642276422765,3.5,239,More Than Just Ice Cream,Philadelphia,5.480638923341991
3_kZ2pDiKJLZ9kGKKOWqdA,-0.059158823529411764,2.411764705882353,2.5,15,McDonald's,Eddystone,2.772588722239781
3dGqTD3xCOYjUtmusTJpeA,0.6703444444444444,3.4444444444444446,3.5,9,Glenmoore Deli,Glenmoore,2.302585092994046
3dtxHKM3RbVyjzTfbcGq2A,0.7620899999999999,3.55,3.5,19,Murphy's Tavern,Philadelphia,2.995732273553991
3kiB39JzdovdlOhQj-nMCw,0.7232370967741936,3.661290322580645,3.5,116,Pho Hoa Noodle Soup,Philadelphia,4.762173934797756
3lBooCffgkW7tVSG5kILBA,0.7094392523364486,3.7258566978193146,3.5,317,Porcini,Philadelphia,5.762051382780177
3pbc89Mbi-L7HjuAw-DQfw,0.12237777777777777,2.638888888888889,2.5,36,Common Grounds Philly,Philadelphia,3.6109179126442243
3pq60g2sQ-GD-gBm_UP8Qg,0.96675,4.5,3.5,22,Lost Bread,Philadelphia,3.1354942159291497
3sdlpskDaXr1P59BYjGoFw,0.41367647058823526,3.264705882352941,3.5,32,Giovani Pizza,Philadelphia,3.4965075614664802
3uLXZMnm68l1YwI8_FaFNA,0.6601260869565218,3.402173913043478,3.5,91,Bangkok Thai 9 Cuisine,Philadelphia,4.5217885770490405
3urcJHa2ZOcFgnrBNimF_Q,0.943925,4.5,4.5,10,Akiko Sushi,Newtown,2.3978952727983707
3uvFklejzRPwEPEZQ5vHYQ,0.26357058823529417,3.411764705882353,3.5,14,Wawa,Media,2.70805020110221
3wg8xiywSGA96DWCF0WOLw,0.6909257009345795,3.8317757009345796,4.0,300,Jimmy G's Steaks,Philadelphia,5.707110264748875
3zNqJjfN_lX6ajzfKOaazw,0.6575352941176471,4.0,4.0,17,Park Place,Jenkintown,2.8903717578961645
4-TKASCNK5-XBWdXmeXWbA,0.3131619047619048,2.3333333333333335,2.5,21,Wawa,Philadelphia,3.091042453358316
416VXAT5P0DLx0PC8YgfKg,0.4864,3.8333333333333335,4.0,6,Aziatisch,Ardmore,1.9459101490553132
45pdkf09S5VaM0CN60g9Ow,0.85992,4.6,4.5,10,Sunrise 2 Authentic Thai Food,Philadelphia,2.3978952727983707
